,crs,lat,lon,name,tiploc,toc
1516,HCB,51.377869933181465,-0.15390755071166515,Hackbridge,HKBG,SN
1517,LVC,53.404598098702515,-2.9791680779332728,Liverpool Central,LVRPLCL,ME
1518,ELP,53.282189306247744,-2.89642254463153,Ellesmere Port,ELSMPRT,ME
1519,EYM,0.0,0.0,Eynsham Church (Bus),EYNMSHC,ZB
1520,DYF,52.78884956644368,-4.1046435663092575,Dyffryn Ardudwy,DYFRYNA,AW
1521,TYW,52.58557423036232,-4.093559095967574,Tywyn,TYWYN,AW
1522,CWN,51.15563532018468,0.11003272944845444,Cowden,COWDBUS,SN
1523,EGH,51.429644974137204,-0.546512211500115,Egham,EGHAM,SW
1524,RET,53.31515227974162,-0.947884024701815,Retford,RTFDLL,GR
1525,HAY,51.50309379580721,-0.42068353984991785,Hayes & Harlington,HAYESAH,GW
1526,SAT,51.499693389310046,-0.2701572600242995,South Acton,SACTON,LO
1527,PMT,55.984735988865374,-3.7149728953058836,Polmont,POLMONT,SR
1528,HPQ,51.94728728492152,1.2551243596824369,Harwich International,PRKSTON,LE
1529,WED,52.95104687109883,-2.17082190157122,Wedgwood,WEDGWD,LM
1530,BIO,55.8444998159057,-4.113698350590747,Baillieston,BALISTN,SR
1531,WCH,51.23754246547989,-1.337747005088922,Whitchurch (Hampshire),WHTCHRH,SW
1532,MNE,52.497836944075864,0.17769366539255474,Manea,MANEA,LE
1533,SNF,51.63087539888219,0.32985122757606117,Shenfield,SHENFLD,LE
1534,ROM,50.992527234489586,-1.4931435064082728,Romsey,ROMSEY,GW
1535,CHL,51.21521135674787,-0.5248241165069352,Chilworth,CHLWTH,GW
1536,CDN,51.32204077463982,-0.13446422478962416,Coulsdon Town,COLSTWN,SN
1537,XAI,0.0,0.0,Calne (Bus),CALNSTR,ZB
1538,TLS,51.84763442552331,1.1614004205982131,Thorpe-le-Soken,THPLESK,LE
1539,WRS,53.772921949406445,-0.9243490527562666,Wressle,WRESSLE,NT
1540,BDY,53.42315170454506,-2.1104880388431546,Bredbury,BREDBRY,NT
1541,THI,54.22820955257914,-1.372588027383527,Thirsk,THIRSK,TP
1542,WES,55.90480588975189,-4.334879988382598,Westerton,WEST530,SR
1543,XDU,0.0,0.0,Bristol Temple Gate (Bus),BRSTSTA,ZB
1544,CPU,53.26017191944764,-2.942284752425281,Capenhurst,CPNHRST,ME
1545,LRH,55.73859411733843,-3.975511594975804,Larkhall,LARKHAL,SR
1546,OLD,51.52582983907229,-0.08853516359514431,Old Street,OLDST,LT
1547,DGT,53.47418214715562,-2.2510509431510095,Deansgate,MNCRDGT,NT
1548,SEM,54.24075021249243,-0.41702982932093363,Seamer,SEAMER,TP
1549,SVB,51.56002508745658,-2.664476705132391,Severn Beach,SVRNBCH,GW
1550,BMC,53.61403913757114,-2.4108987708292147,Bromley Cross,BRMCRSS,NT
1551,SEC,54.658309986195725,-1.2004292495896778,Seaton Carew,SETNCRW,NT
1552,ZLW,51.51946719200348,-0.059757120098615765,Whitechapel,WCHAPEL,LO
1553,SEE,50.831263409770195,0.030641251314194845,Southease,SESARDM,SN
1554,SOA,50.95081368540991,-1.3630968801209937,Southampton Airpt Parkway,SOTPKWY,SW
1555,WDO,51.36739595544326,-0.11733590639282093,Waddon,WADDON,SN
1556,WTS,53.08331200779175,-1.5040862034780493,Whatstandwell,WATSTND,EM
1557,LPY,53.357742438721885,-2.8891277373182462,Liverpool South Parkway,LVRPSPY,ME
1558,HFN,51.7988548466476,-0.09178854411961306,Hertford North,HFDN,GN
1559,KGM,51.90224793107258,-1.6287862064787075,Kingham,KINGHAM,GW
1560,WFL,53.10512476885601,0.234727284714514,Wainfleet,WAINFLT,EM
1561,SKN,50.42303818491887,-4.463519792779508,St Keyne Wishing Well Halt,STKEYNE,GW
1562,DPT,50.37853141548717,-4.170709788317093,Devonport,DEVNPRT,GW
1563,SOW,53.70784481292234,-1.9070215307148306,Sowerby Bridge,SWRBBDG,NT
1564,WDU,51.44071605857351,-0.09137150686502754,West Dulwich,WDULCRD,SE
1565,BCB,53.60525492231526,-2.840879808797975,Burscough Bridge,BRSCGHB,NT
1566,HST,55.85956290998651,-4.240117907625365,High Street,GLGHST,SR
1567,LEM,51.5697234846579,-0.008050629708851597,Leyton Midland Road,LEYTNMR,LO
1568,PYL,51.52573347577754,-3.6980521605488517,Pyle,PYLE,AW
1569,WRU,51.56975666584567,-0.437767739412622,West Ruislip,WRUISLP,CH
1570,HSE,0.0,0.0,Hursley Post Office (Bus),HURSLEY,ZB
1571,WYB,51.361769475805616,-0.4577386569696696,Weybridge,WEYBDGB,SW
1572,TAB,52.55293093995794,-1.976211493866694,Tame Bridge Parkway,TAMEBDG,LM
1573,TRE,51.56829033826107,-3.2902480830482856,Trefforest Estate,TRFRSTE,AW
1574,WYB,51.361769475805616,-0.4577386569696696,Weybridge,WEYBDGE,SW
1575,HND,51.82515640836257,-1.3735254436478632,Hanborough,HANDBRO,GW
1576,WLW,51.82349561118905,-0.19209155506653655,Welwyn North,WLWYNN,GN
1577,BMO,52.479077553379206,-1.8924725174055936,Birmingham Moor Street,BHAMMRS,CH
1578,BCJ,53.597517721213265,-2.8406052205393455,Burscough Junction,BRSCGHJ,NT
1579,DCW,50.71095180168878,-2.442540949104579,Dorchester West,DRCHW,GW
1580,LVJ,53.40476217683638,-2.9919576086030903,James Street,JAMESST,ME
1581,RDF,52.9487836866114,-1.0373279822136585,Radcliffe (Nottinghamshire),RADNOT,EM
1582,CPY,54.10538422118254,-2.410375929851645,Clapham (North Yorkshire),CLPM,NT
1583,RMF,51.574827138719535,0.18323735368656954,Romford,ROMFORD,XR
1584,SAV,52.19424664807218,-1.7162884496751025,Stratford-upon-Avon,SOAV,LM
1585,LHW,55.78715465513636,-4.616075205908452,Lochwinnoch,LCHWNCH,SR
1586,NOT,52.947072719374724,-1.1463817644997505,Nottingham,NTNG,EM
1587,REB,0.0,0.0,Romsey Bus Station,ROMSEYB,ZB
1588,CUD,53.23991762756517,-2.5993062264378013,Cuddington,CUDNGTN,NT
1589,LLA,52.741501164040365,-4.077175663753939,Llanaber,LNAB,AW
1590,SNE,52.908324509860094,-2.1550411653028947,Stone,STONE,LM
1591,SHL,55.829211387178496,-4.29234303431442,Shawlands,SHWLNDS,SR
1592,FFD,51.34202793613081,-2.3010084162679516,Freshford,FRESVIL,GW
1593,SHF,53.37821824336251,-1.4621108594074015,Sheffield,SHEFFLD,EM
1594,YRK,53.95796426172391,-1.0931821299776603,York,YORK,GR
1595,CSD,51.31809891070597,-0.38934635973749654,Cobham & Stoke d'Abernon,CBHMSDA,SW
1596,ENT,53.65597481764209,-2.4145447104336215,Entwistle,ENTWISL,NT
1597,PRN,54.57036701780882,-3.5808002015100002,Parton,PARTON,NT
1598,ROL,53.06528121174706,-0.8996747470554215,Rolleston,ROLSTN,EM
1599,BRH,52.49102514989203,-4.050176117935306,Borth,BORTH,AW
1600,BCV,51.593957254803534,-0.06986706469620323,Bruce Grove,BRUCGRV,LO
1601,TBR,0.0,0.0,Tilbury Riverside (Bus),TLBYRSD,ZB
1602,SMR,52.49638329596442,-1.9706444463415558,Smethwick Rolfe Street,SMTHKRS,LM
1603,ACN,57.579288897226284,-5.072332104357353,Achnasheen,ACHNSHN,SR
1604,KWB,51.489511022634986,-0.28710761895083814,Kew Bridge,KEWBDGE,SW
1605,SAR,51.512769627804715,-2.696312975305945,St Andrews Road,SADWRD,GW
1606,ASF,55.88892063042423,-4.249214063058524,Ashfield,ASFIELD,SR
1607,FLM,54.68968533512308,-3.5207399751560517,Flimby,FLIMBY,NT
1608,LBT,56.0227030526013,-3.8305806392077733,Larbert,LARBERT,SR
1609,WOR,51.35803449669364,-2.9096216163514987,Worle,WORLE,GW
1610,XFG,0.0,0.0,Birmingham Airpot (Bus),BHAMAIR,ZB
1611,CWL,52.079866711818795,-2.356950046421181,Colwall,CLWALL,LM
1612,EXC,50.72648232585798,-3.533276356522675,Exeter Central,EXETERC,GW
1613,NTB,52.866697056835335,-2.1905437400087955,Norton Bridge,NTNB,LM
1614,TWY,51.475532329179686,-0.8632925930843293,Twyford,TWYFORD,GW
1615,ROR,51.59561443124005,-3.0666124546194196,Rogerstone,ROGRSTN,AW
1616,BDI,53.791073649724275,-1.7495957169490364,Bradford Interchange,BRADIN,NT
1617,WNL,55.938370295366795,-4.746694281410374,Whinhill,WHINH,SR
1618,BLA,56.76554523564054,-3.8502279352194098,Blair Atholl,BLARATH,SR
1619,KML,51.36243819897213,0.7353576975500029,Kemsley,KMSLY,SE
1620,SDR,51.67590102728858,-0.8254684950251026,Saunderton,SUNDRTN,CH
1621,GRK,55.962317708954394,-4.8166576176577465,Gourock,GOURSTN,SR
1622,VXH,51.48618800363548,-0.12288954430372094,Vauxhall,VAUXHLM,SW
1623,FTW,56.82044311434639,-5.10614326107883,Fort William,FRTWLM,SR
1624,LIT,50.810107071598146,-0.5459948033257435,Littlehampton,LTLHMPT,SN
1625,SIV,50.209042100550576,-5.4779122532029225,St Ives,STIVES,GW
1626,FLZ,0.0,0.0,Flamingo Land (Bus),YORKFLM,ZB
1627,BLD,53.850222693306044,-1.7536362045948284,Baildon,BAILDON,NT
1628,GLM,51.38656344381679,0.5498500001547579,Gillingham (Kent),GLNGHMK,SE
1629,SHS,55.81864633325069,-3.79831911042692,Shotts,SHTT,SR
1630,UCK,50.96873719462089,0.09638089113273858,Uckfield,UCKFILD,SN
1631,XDI,0.0,0.0,Wootton Bassett (Bus),WTNBHST,ZB
1632,BTG,52.361086602404484,-1.9924665023576738,Barnt Green,BGRN,LM
1633,XEC,0.0,0.0,Cambridge (Bus),CAMVBUS,ZB
1634,BOM,53.32184469578951,-2.98689532984427,Bromborough,BRMB,ME
1635,ACH,57.48207340206741,-5.333055210950533,Achnashellach,ACHHSHL,SR
1636,UHA,55.91904132752055,-3.5021194113865675,Uphall,UPHALL,SR
1637,VXH,51.48618800363548,-0.12288954430372094,Vauxhall,VAUXHLW,SW
1638,DIN,57.594234754132295,-4.42219878428353,Dingwall,DINGWAL,SR
1639,HDW,51.66849500301051,-0.17617255141830326,Hadley Wood,HADLYWD,GN
1640,XAU,0.0,0.0,Frome Town (Bus),FROMPOM,ZB
1641,SOB,50.848275273875615,-0.9081067437912493,Southbourne,SBOUBUS,SN
1642,LEE,51.44975292043337,0.013492795379879,Lee,LEEE,SE
1643,QBR,51.41563487940931,0.7496660931485557,Queenborough,QUENBRO,SE
1644,LOC,55.123051693351556,-3.3535327750116437,Lockerbie,LCKRBIE,SR
1645,SMA,52.46375997642761,-1.8593927009015208,Small Heath,SMLHTH,LM
1646,WDB,52.09044439577308,1.3177711526049503,Woodbridge,WODBDGE,LE
1647,HIR,54.14938435715057,-2.3020326653827716,Horton-in-Ribblesdale,HTNRIBL,NT
1648,XEY,0.0,0.0,Buckingham (Bus),BUCVBUS,ZB
1649,PON,51.642254164930975,-0.03508046263079493,Ponders End,PNDRSEN,LE
1650,FRI,51.83768028456733,1.2431706402899951,Frinton-on-Sea,FRINTON,LE
1651,SAL,51.070546676256825,-1.806386749442046,Salisbury,SLSBRY,SW
1652,SRH,51.438190883088915,-0.1271601090251838,Streatham Hill,STRHILL,SN
1653,CRK,52.93308549240978,-3.065643072679398,Chirk,CHIRK,AW
1654,EXR,51.54070347863087,-0.09627605375327228,Essex Road,ESSEXRD,GN
1655,HOK,51.279996478539374,-0.9616357508072081,Hook,HOOK,SW
1656,SML,51.479991653376615,-2.6499492899909445,Sea Mills,SEMILLS,GW
1657,HLY,55.81289685686426,-3.9739288662513657,Holytown,HOLYTWN,SR
1658,NWD,51.39701717359622,-0.07522157589794916,Norwood Junction,NORWDJ,LO
1659,ASY,53.3557220364629,-2.341460419051057,Ashley,ASHLEY,NT
1660,ESW,52.23803818963223,0.9125894595014362,Elmswell,ELMSWEL,LE
1661,HOH,51.57918379544568,-0.33722542767383573,Harrow-on-the-Hill,HAROOTH,LT
1662,AGR,51.61240305665192,-0.04879141791589993,Angel Road,ANGELRD,LE
1663,NSD,53.06998062440184,-1.2217876677569832,Newstead,NWSTEAD,EM
1664,HUL,53.74414867919683,-0.3456800205224876,Hull,HULL,TP
1665,HLL,51.515660035730846,-3.18196826324058,Heath Low Level,HEATHLL,AW
1666,PBL,53.59075247855203,-2.770748226780114,Parbold,PARBOLD,NT
1667,JOH,51.75674456503355,-4.996328162026189,Johnston,JHNSTND,AW
1668,SMB,53.633251971769866,-2.1135024751765745,Smithy Bridge,SMBG,NT
1669,NSH,51.465152850893936,-0.2878758817449091,North Sheen,NSHEEN,SW
1670,UPL,53.528377749761034,-2.7414048693145294,Upholland,UPHOLND,NT
1671,BGE,53.40650163900855,-2.893483884769133,Broad Green,BROADGR,NT
1672,CBY,51.872425839520766,-1.4896937968761397,Charlbury,CHBURY,GW
1673,WME,51.319018172597644,-0.1542621219481536,Woodmansterne,WDMNSTR,SN
1674,LAR,55.79274187396672,-4.867197427203269,Largs,LARGS,SR
1675,MMO,52.76102924060622,-0.8858692783125097,Melton Mowbray,MLTNSDG,EM
1676,LIN,55.9764513192507,-3.595852092479971,Linlithgow,LNLTHGW,SR
1677,WDT,51.510053114735555,-0.47223429722298466,West Drayton,WDRYTON,GW
1678,HFE,51.79903300376953,-0.07294142330464518,Hertford East,HERTFDE,LE
1679,KET,52.39355325903368,-0.7315622508485231,Kettering,KETR,EM
1680,PUL,50.95735707035577,-0.516557788147395,Pulborough,PULBRO,SN
1681,QRB,51.474966016013354,-0.14667821289730698,Queenstown Road Battersea,QTRDBAT,SW
1682,WMB,51.55232335996688,-0.2964328588567176,Wembley Central,WMBY,LT
1683,BRG,51.29321728483504,0.30624497127440714,Borough Green & Wrotham,BORWGAW,SE
1684,GEA,55.00104521795669,-3.0651979789454527,Gretna Green,GRETGRN,SR
1685,KPA,51.497896965174824,-0.2103641321634652,Kensington Olympia,KENOLYM,LO
1686,CIM,52.15052777585891,-3.4565410082823638,Cilmeri,CILMERY,AW
1687,SWR,52.06907788981116,-0.5206922215291366,Stewartby,STWRTBY,LM
1688,CMO,56.00609051290901,-3.8176051253868675,Camelon,CAMELON,SR
1689,GLQ,55.86218695863235,-4.251455813529946,Glasgow Queen Street,GLGQLL,SR
1690,BSU,55.94250973010696,-3.1009859882017357,Brunstane,BRUSTAN,SR
1691,XCQ,0.0,0.0,Chinnor (Bus),CHNRRED,ZB
1692,IFI,51.1156210358546,-0.2147721482724796,Ifield,IFIELD,SN
1693,ARN,54.20272697395889,-2.828241420107305,Arnside,ARNSIDE,TP
1694,FRW,51.493904814463356,-3.233839374294991,Fairwater,FRWATER,AW
1695,LKE,50.64647514049878,-1.1663485068471906,Lake,LAKEIOW,IL
1696,CTL,53.99743844344116,-1.320535030338396,Cattal,CATTAL,NT
1697,DMH,51.248985469874384,-2.207915289063328,Dilton Marsh,DILTONM,GW
1698,WWD,51.49112516109962,0.05464195030518653,Woolwich Dockyard,WOLWCDY,SE
1699,BTS,56.05707969409087,-3.2331977224497055,Burntisland,BISLND,SR
1700,HSW,53.3297153941575,-3.0737026931833493,Heswall,HESWALL,AW
1701,KEL,51.84070028181794,0.7023855807971966,Kelvedon,KELVEDN,LE
1702,DBL,56.18588868805,-3.965485951194168,Dunblane,DUNANE,SR
1703,NLR,53.14382012762833,-3.8027273068861565,North Llanrwst,NLANRST,AW
1704,HUB,54.17392407658536,-0.314556810886648,Hunmanby,HUNMNBY,NT
1705,SAF,51.201746128985334,-0.16248917386452588,Salfords,SALFDS,SN
1706,WNE,52.61070998095612,-1.6797144738725693,Wilnecote,WILNECT,LM
1707,QPK,55.83530307785785,-4.266749904075353,Queens Park (Glasgow),QUNPARK,SR
1708,WTM,51.80596662264937,0.6391300807762625,Witham,WITHAME,LE
1709,AVP,51.83115727196437,-0.8601823903485555,Aylesbury Vale Parkway,AYLSPWY,CH
1710,PTD,51.71761894776158,-4.045543283460701,Pontarddulais,PNTADLS,AW
1711,RDG,51.45878439187583,-0.9718632259471497,Reading,RDNGBUS,RT
1712,EXM,50.62163301592162,-3.4149715886252143,Exmouth,EXMOUTH,GW
1713,SNW,50.875668124282164,-1.2658524147566854,Swanwick,SWNWICK,SW
1714,FCN,51.459152570743235,0.0793044830062197,Falconwood,FALCNWD,SE
1715,GOO,53.70491268263263,-0.8742134580083702,Goole,GOOLE,NT
1716,LBO,52.77895282821185,-1.1959285213489308,Loughborough,LOGHBRO,EM
1717,HSB,53.27519971003419,-2.7712065883311046,Helsby,HELSBY,AW
1718,SHD,54.626163055605936,-1.6366054000842938,Shildon,SHDN,NT
1719,WCT,0.0,0.0,Watchet (Bus),WATCHET,ZB
1720,TAY,56.43080659173312,-5.239609902207719,Taynuilt,TAYNULT,SR
1721,SNS,51.432453604104914,-0.5031645138036541,Staines,STAINES,SW
1722,SWH,0.0,0.0,Shaftesbury Town Hall (Bus),SHAFTTH,ZB
1723,CBW,51.28426715211149,1.0753031460525475,Canterbury West,CNTBW,SE
1724,EGF,53.79197585847224,-1.3705368480902331,East Garforth,EGRFRTH,NT
1725,AUR,56.054590940404935,-3.3005599928451685,Aberdour,ABDO,SR
1726,DKG,51.240927998446466,-0.32425077100039285,Dorking,DORKING,SN
1727,GAR,55.85523722959123,-4.129460422820528,Garrowhill,GARROWH,SR
1728,HUN,52.32864714152267,-0.19206805167366756,Huntingdon,HNTNGDN,GN
1729,LLY,51.63400077319766,-3.453513396538396,Llwynypia,LLWYNYP,AW
1730,SAY,51.39338489313966,0.16922535618818682,Swanley,SWLY,SE
1731,TTH,51.398775447809,-0.10030594147084491,Thornton Heath,THTH,SN
1732,LSK,50.4468625798625,-4.469574956865423,Liskeard,LISKARD,GW
1733,LSW,53.40804408704889,-3.0995936659990417,Leasowe,LEASOWE,ME
1734,PMP,50.928661300154474,-0.06018110683953217,Plumpton,PLMPTON,SN
1735,XSA,0.0,0.0,Sandringham (Bus),SNDGNG,ZB
1736,WKK,53.67865712533664,-1.4885705678410648,Wakefield Kirkgate,WKFLDKG,NT
1737,RFY,53.37264808294333,-3.0108262386595834,Rock Ferry,ROCKFY1,ME
1738,DDK,51.52608776169119,0.1461028950538956,Dagenham Dock,DGNHMDC,CC
1739,HPN,53.78161250107267,-2.3169113831490855,Hapton,HAPTON,NT
1740,LNB,51.603254150055015,-3.2330475376162298,Llanbradach,LLBRDCH,AW
1741,BAD,51.32934699121679,-0.21315892351957755,Banstead,BANSTED,SN
1742,BIT,51.8930217065884,-1.1487641706012368,Bicester Village,BCSTRTN,CH
1743,DNN,0.0,0.0,Dean Lane,MNCRDLN,NT
1744,MBR,54.57910438303301,-1.2347172388799112,Middlesbrough,MDLSBRO,TP
1745,AAT,57.60959513028409,-4.913851227222016,Achanalt,ACHANLT,SR
1746,HIP,51.60834830335583,-0.00022226507131348368,Highams Park,HGHMSPK,LO
1747,SIN,55.90767044674343,-4.405485996822315,Singer,SINGER,SR
1748,TYG,52.893783354484206,-4.0786546323728645,Tygwyn,TYGWYN,AW
1749,CUP,56.31698637885094,-3.008756151811759,Cupar,CUPAR,SR
1750,FKC,51.082885353675444,1.1694823533769907,Folkestone Central,FLKSTNC,SE
1751,SIL,52.731592385125985,-1.1099886769052438,Sileby,SILEBY,EM
1752,ESM,51.92054361311675,0.22807027905214902,Elsenham,ELSENHM,LE
1753,EPD,51.32368565377566,-0.23895484159398014,Epsom Downs,EPSDNS,SN
1754,HBP,53.97986734127717,-1.5268222742076827,Hornbeam Park,HRNBPK,NT
1755,HOZ,55.81056301220288,-4.563057935271975,Howwood,HOWOOD,SR
1756,LUB,0.0,0.0,Luton (Bus),LUTOBUS,TL
1757,FKH,0.0,0.0,Folkestone Harbour (Bus),FLKSTNH,ZB
1758,RFY,53.37264808294333,-3.0108262386595834,Rock Ferry,ROCKFYB,ME
1759,MEP,51.386421860591305,0.35695150316411756,Meopham,MEOPHAM,SE
1760,SWG,50.94114668839557,-1.3764086163792675,Swaythling,SWYTHLN,SW
1761,AVM,57.18851120051241,-3.828867160386869,Aviemore,AVIEMRE,SR
1762,BHK,51.64151667339538,-0.06922110902787378,Bush Hill Park,BHILLPK,LO
1763,PEA,52.89699339261157,-1.4732138884206603,Peartree,PEARTRE,EM
1764,WNN,54.123703247039465,-2.5875103769509464,Wennington,WENNGTN,NT
1765,XPZ,0.0,0.0,Penywaun (Bus),ABDAPEN,AW
1766,AYL,51.301315847442964,0.4661705874661065,Aylesford,AYLESFD,SE
1767,PIT,56.70250030717076,-3.735570235305168,Pitlochry,PTLCHRY,SR
1768,OVE,53.28404577656829,-2.9240605749460955,Overpool,OPOL,ME
1769,ZCO,51.64705,-0.4417,Croxley Underground,CRXLEY,LT
1770,GYM,52.61215749935578,1.7208861774505473,Great Yarmouth,YARMTH,LE
1771,CPK,51.62834933667867,-0.38593909666123744,Carpenders Park,CRPNDPK,LO
1772,GLC,55.859754790338684,-4.257643235656933,Glasgow Central,GLGCLL,RT
1773,LAS,51.66150074015484,-3.884685163766156,Llansamlet,LLNSMLT,AW
1774,SPN,52.534994895075634,1.0864756138801872,Spooner Row,SPONRRW,LE
1775,FKW,51.08458433724094,1.153903393957199,Folkestone West,FLKSTNW,SE
1776,KBC,58.25831224913277,-3.9412079160872953,Kinbrace,KINBRAC,SR
1777,AND,55.85989576934023,-4.270978989362122,Anderston,ANDRSTN,SR
1778,ZCW,51.49798821273669,-0.049719831198544395,Canada Water,CNDAW,LO
1779,DON,53.5221478427483,-1.1398452456883053,Doncaster,DONC,GR
1780,EAR,51.4410982034263,-0.9179881897937948,Earley,ERLY,SW
1781,XKC,0.0,0.0,Caerau Park (Bus),CAEUPK,ZB
1782,CTN,51.48681139648067,0.03125749652390087,Charlton,CRLN,SE
1783,ZFD,51.52016522721183,-0.10520466394888697,Farringdon Underground,FNTLSR,LT
1784,MHD,0.0,0.0,Minehead,MINEHED,ZM
1785,SBF,50.40139023005185,-4.186811742547568,St Budeaux Ferry Road,STBDXFR,GW
1786,PCD,51.52460610963733,-3.500478959811622,Pencoed,PENCOED,AW
1787,LBG,51.505017171569044,-0.08609208068415171,London Bridge,LNDNBDC,RT
1788,MZH,51.48262276894391,0.002914129481692617,Maze Hill,MAZEH,SE
1789,WTI,51.43673988198309,-0.8913316447464974,Winnersh Triangle,WINETGL,SW
1790,HPD,51.81464308012097,-0.3514805175302329,Harpenden,HRPNDN,TL
1791,SHT,53.213534392056495,-3.037699762526365,Shotton,SHOTTON,AW
1792,LBG,51.505017171569044,-0.08609208068415171,London Bridge,LNDNBDE,RT
1793,NRT,54.45641436395624,-3.5658376101560236,Nethertown,NETHRTN,NT
1794,LBG,51.505017171569044,-0.08609208068415171,London Bridge,LNDNBDG,RT
1795,HMY,55.761964307532644,-4.2200107703065,Hairmyres,HARMYRS,SR
1796,HHB,54.0331422320676,-2.9131142929580163,Heysham Port,HEYMST,NT
1797,PSH,52.13055325432909,-2.0715367869950816,Pershore,PERSHOR,GW
1798,PAN,51.48539968320976,-1.0904703603874077,Pangbourne,PANGBRN,GW
1799,CLU,55.73126370108772,-3.848924795424056,Carluke,CRLK,SR
1800,SOC,51.53706254983037,0.7117266026695884,Southend Central,STHCENT,CC
1801,MFF,52.92612992312576,-4.084965369261354,Minffordd,MINFORD,AW
1802,BRF,53.82397880119736,-2.2364899095810973,Brierfield,BRIERFL,NT
1803,COT,53.767815026655235,-1.5877080642433,Cottingley,COTNGLY,NT
1804,PTB,51.72501226909214,-3.362320519286333,Pentre-bach,PNTRBCH,AW
1805,SKG,53.14317747653023,0.33434712983708953,Skegness,SKEGNES,EM
1806,INS,57.33749807537043,-2.6171121950158813,Insch,INSCH,SR
1807,EXN,50.66830175043035,-3.444096151599658,Exton,EXTON,GW
1808,LOO,50.359223336368686,-4.456163638723978,Looe,LOOE,GW
1809,YVB,0.0,0.0,Yeovil Bus Station,YOVILBS,SW
1810,WWA,51.48990703706689,0.06919391230200989,Woolwich Arsenal,WOLWCHA,SE
1811,CLK,51.408584532134554,-0.040657059334233414,Clock House,CLOCKHS,SE
1812,BPT,55.9022627601644,-4.500486406712439,Bishopton,BISHPTN,SR
1813,BUZ,0.0,0.0,Buxton (Bus),BUXTMP,ZB
1814,BAS,50.48559166797781,-4.200354400388433,Bere Alston,BEREALS,GW
1815,LCS,56.85540590002322,-5.290036395189766,Locheilside,LCHESDE,SR
1816,XBH,0.0,0.0,Marlborough (Bus),MARBORO,ZB
1817,MEV,51.68664364609522,-3.336575545127666,Merthyr Vale,MERTHRV,AW
1818,BDH,50.85395495147748,-0.9958283730032234,Bedhampton,BDHMNRD,SW
1819,SDE,51.511282158326736,-0.05693436773841817,Shadwell,SHADWEL,LO
1820,STP,51.532511717678545,-0.12646346391460586,London St Pancras (Intl),STPANCI,RT
1821,WEH,51.52848743315825,0.005431070328466123,West Ham,WHAMHL,CC
1822,HUP,53.45222666875945,-2.327537699147025,Humphrey Park,HMPHRYP,NT
1823,BTO,51.24818735936198,-0.26697300601745594,Betchworth,BTCHBUS,GW
1824,EVE,52.09839538403627,-1.947313480595687,Evesham,EVESHAM,GW
1825,SLZ,0.0,0.0,Southwell (Bus),NEWASCH,ZB
1826,SEF,50.772841773859746,0.10013367164678144,Seaford,SEAFORD,SN
1827,ALR,51.85399866389018,0.9974364692443276,Alresford,ALRESFD,LE
1828,CRP,0.0,0.0,Cairnyan Port,CNRYNP,ZF
1829,HNL,52.291485487995935,-1.7839910346008712,Henley-in-Arden,HENLYIA,LM
1830,SRL,52.403419111097506,-1.8451796153325712,Shirley,SHIRLEY,LM
1831,BFF,52.99454656989963,-3.9385948609335224,Blaenau Ffestiniog,BLAENAU,AW
1832,FNN,51.30204315962734,-0.7430268923419622,Farnborough North,FRBRNTH,GW
1833,NLW,53.45305888890774,-2.6135980671697085,Newton-le-Willows,NWTNLW,NT
1834,YAL,51.226481699831986,0.4121640901444737,Yalding,YALDING,SE
1835,BMH,50.72727158979792,-1.8645029575567693,Bournemouth,BOMO,SW
1836,LHM,54.46059022858817,-0.8257153014821905,Lealholm,LEALHLM,NT
1837,TVP,50.91717572199152,-3.359644038061984,Tiverton Parkway,TIVIPW,GW
1838,BIW,52.084678035792265,-0.2611871841698095,Biggleswade,BIGLSWD,GN
1839,WLS,50.89892151631444,-1.3770578480675153,Woolston,WOLSTON,SW
1840,BIP,50.78014159961512,0.08275692749959099,Bishopstone,BSSNBUS,SN
1841,EBV,51.75714173536308,-3.196102672155522,Ebbw Vale Parkway,EBWVPWY,AW
1842,NNG,53.08175625523415,-0.7998545641994306,Newark North Gate,NEWANG,GR
1843,PHG,52.5456846062746,-4.035025140971754,Penhelig,PENHELG,AW
1844,MNG,51.94904938148011,1.0452398927559219,Manningtree,MANNGTR,LE
1845,TAT,51.30918141879936,-0.24260928303066237,Tattenham Corner,TATNHMC,SN
1846,MEN,50.42622667179045,-4.409222942660071,Menheniot,MENHENT,GW
1847,FSB,50.8390495891515,-0.8150842088986902,Fishbourne (West Sussex),FSHBORN,SN
1848,CNN,51.54873038160693,-0.09219092385023264,Canonbury,CNNB,LO
1849,HRO,51.59276421213517,0.23312860672153374,Harold Wood,HRLDWOD,XR
1850,BKJ,51.41103322280916,-0.025812819497362458,Beckenham Junction,BCKNBUS,SE
1851,LCB,0.0,0.0,"Lochboisdale, South Uist (Bus)",LCHBSDL,ZB
1852,NFN,54.01122092897267,-0.3860760635331869,Nafferton,NAFERTN,NT
1853,TBT,0.0,0.0,"Tarbert, Harris (Bus)",TARBERT,ZB
1854,BNO,55.014,-1.5674,Benton (T & W Metro),BENTMET,TW
1855,GRV,51.44134635932124,0.3666429975312738,Gravesend,GRVSEND,SE
1856,NBY,51.39764770817456,-1.3228611201789433,Newbury,NEWBURY,GW
1857,SDC,51.52337337876631,-0.07524617751528465,Shoreditch High Street,SHRDHST,LO
